Births (1-year) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName  Year          Female      Male     Total
GBR_SCO  1869           55033     58321    113354
GBR_SCO  1870           56431     58959    115390
GBR_SCO  1871           56099     60029    116128
GBR_SCO  1872           57472     61293    118765
GBR_SCO  1873           58233     61467    119700
GBR_SCO  1874           60109     63602    123711
GBR_SCO  1875           60146     63432    123578
GBR_SCO  1876           61715     64819    126534
GBR_SCO  1877           61733     65089    126822
GBR_SCO  1878           61573     65200    126773
GBR_SCO  1879           61384     64346    125730
GBR_SCO  1880           60784     63786    124570
GBR_SCO  1881           61451     64720    126171
GBR_SCO  1882           61653     64505    126158
GBR_SCO  1883           60579     63879    124458
GBR_SCO  1884           62778     66379    129157
GBR_SCO  1885           61557     64543    126100
GBR_SCO  1886           61980     65910    127890
GBR_SCO  1887           60576     63842    124418
GBR_SCO  1888           60140     63129    123269
GBR_SCO  1889           59480     63303    122783
GBR_SCO  1890           59339     62187    121526
GBR_SCO  1891           61217     64769    125986
GBR_SCO  1892           60687     64356    125043
GBR_SCO  1893           62100     65010    127110
GBR_SCO  1894           60510     63857    124367
GBR_SCO  1895           61695     64799    126494
GBR_SCO  1896           62958     66214    129172
GBR_SCO  1897           63060     65817    128877
GBR_SCO  1898           64047     66814    130861
GBR_SCO  1899           63955     66778    130733
GBR_SCO  1900           64254     67147    131401
GBR_SCO  1901           64439     67753    132192
GBR_SCO  1902           64825     67442    132267
GBR_SCO  1903           65438     68087    133525
GBR_SCO  1904           64809     67794    132603
GBR_SCO  1905           64660     66750    131410
GBR_SCO  1906           64544     67461    132005
GBR_SCO  1907           62939     65901    128840
GBR_SCO  1908           64536     66826    131362
GBR_SCO  1909           62944     65725    128669
GBR_SCO  1910           60915     63144    124059
GBR_SCO  1911           59576     62274    121850
GBR_SCO  1912           59859     62931    122790
GBR_SCO  1913           59052     61464    120516
GBR_SCO  1914           60960     62974    123934
GBR_SCO  1915           55789     58392    114181
GBR_SCO  1916           53471     56471    109942
GBR_SCO  1917           47430     50011     97441
GBR_SCO  1918           48181     50373     98554
GBR_SCO  1919           51497     54771    106268
GBR_SCO  1920           66827     69719    136546
GBR_SCO  1921           60126     63075    123201
GBR_SCO  1922           56259     58826    115085
GBR_SCO  1923           54570     57332    111902
GBR_SCO  1924           51981     54919    106900
GBR_SCO  1925           50711     53426    104137
GBR_SCO  1926           50087     52362    102449
GBR_SCO  1927           47358     49314     96672
GBR_SCO  1928           47238     49584     96822
GBR_SCO  1929           45111     47769     92880
GBR_SCO  1930           46480     48069     94549
GBR_SCO  1931           45248     46972     92220
GBR_SCO  1932           44421     46579     91000
GBR_SCO  1933           41779     44767     86546
GBR_SCO  1934           43422     45414     88836
GBR_SCO  1935           42963     44965     87928
GBR_SCO  1936           43605     45323     88928
GBR_SCO  1937           42775     45035     87810
GBR_SCO  1938           43180     45447     88627
GBR_SCO  1939           42226     44687     86913
GBR_SCO  1940           42158     44234     86392
GBR_SCO  1941           43644     46104     89748
GBR_SCO  1942           44298     46405     90703
GBR_SCO  1943           46196     48473     94669
GBR_SCO  1944           46401     49519     95920
GBR_SCO  1945           42150     44774     86924
GBR_SCO  1946           50556     53857    104413
GBR_SCO  1947           55137     58010    113147
GBR_SCO  1948           48486     51858    100344
GBR_SCO  1949           46491     49183     95674
GBR_SCO  1950           44708     47822     92530
GBR_SCO  1951           43940     46699     90639
GBR_SCO  1952           44154     46268     90422
GBR_SCO  1953           44060     46853     90913
GBR_SCO  1954           44901     47414     92315
GBR_SCO  1955           45013     47526     92539
GBR_SCO  1956           46362     48951     95313
GBR_SCO  1957           47627     50350     97977
GBR_SCO  1958           48463     51018     99481
GBR_SCO  1959           48125     51126     99251
GBR_SCO  1960           49354     51938    101292
GBR_SCO  1961           49205     51964    101169
GBR_SCO  1962           50391     53943    104334
GBR_SCO  1963           50022     52669    102691
GBR_SCO  1964           50659     53696    104355
GBR_SCO  1965           48623     52037    100660
GBR_SCO  1966           46764     49772     96536
GBR_SCO  1967           46594     49627     96221
GBR_SCO  1968           45902     48884     94786
GBR_SCO  1969           43630     46660     90290
GBR_SCO  1970           42297     45038     87335
GBR_SCO  1971           42261     44467     86728
